차|此
취기동이현야|取其動而見也
취기득사이상호|取其得食而相呼
취기득식이상호|取其得食而相呼
취기라실|取其果實
취기랭야|取其冷也
취기략|取其略
취기뢰음기야|取其懷陰氣也
취기뢰음희야|取其懷陰氣也
취기마|取羈馬
취기막미|取其貌美
취기만물지색잡야|取其萬物之色雜也
취기만물지소생|取其萬物之所生
취기명|取其名
취기명법|取其明法
취기명의지최정자|就其名義之最正者
취기명이|就其命而
취기명이행지|就其命而行之
취기모|取其母
취기모미|取其貌美
취기모생번성|取其木生蕃盛
취기목생번성|取其木生蕃盛
취기미명이|取其美名耳
취기발미|取其髮美
취기배방지행야|取其北方之行也
취기병원이약지|就其病源而藥之
취기보기이환|取其寶器而還
취기보숙|取其寶玉
취기보옥|取其寶玉
취기보화|取其寶貨
취기부동이목어아|就其不動而睦於我
취기부동이목오아|就其不動而睦於我
취기북방지행야|取其北方之行也
취기불동이목어아|就其不動而睦於我
취기불동이목오아|就其不動而睦於我
취기비첩|就其妃妾
취기사곡자직위교|取其使曲者直爲矯
취기사구자직위교|取其使曲者直爲矯
취기사읍왕토지|就其私邑往討之
취기사이립공|取其徙而立功
취기사이입공|取其徙而立功
취기삭어천|取奇數於天
취기삭오천|取奇數於天
취기산거지수야|取其山居之獸也
취기산수고유간도야|取其山雖高有澗道也
취기산즉위지산면|取其山則謂之山冕
취기산지소생기견경|取其山之所生其堅勁
취기산칙위지산면|取其山則謂之山冕
취기상뇌성지원문야|取其象雷聲之遠聞也
취기상뢰성지원문야|取其象雷聲之遠聞也
취기상분|就其常分
취기상소|取其傷小
취기상잡이성창색야|取其相雜而成蒼色也
취기상출야|炊氣上出也
취기생물지본야|取其生物之本也
취기생물지분야|取其生物之本也
취기서배한빙지지야|取其西北寒冰之地也
취기서북한빙지지야|取其西北寒冰之地也
취기선명자|就其善鳴者
취기선이계기악|取其善而戒其惡
취기선자|取其善者
취기성양지색야|取其盛陽之色也
취기소기자야|取其所棄者也
취기소이흥|聚其所以興
취기소장|取其所長
취기소장금보|取其所藏金寶
취기소장김보|取其所藏金寶
취기수류박지이행야|取其水流迫地而行也
취기수류향하야|取其水流向下也
취기수마지이행야|取其水磨地而行也
취기수어천|取奇數於天
취기수예|取其首詣
취기수오천|取奇數於天
취기수유박지이행야|取其水流迫地而行也
취기수유향하야|取其水流向下也
취기수이행구궁|取其數以行九宮
취기수장지중야|取其水藏地中也
취기수행무소부통야|取其水行無所不通也
취기수행무소불통야|取其水行無所不通也
취기숙|取其玉
취기순간이채빈|取其循澗以采蘋
취기순야|取其順也
취기시생대갑이출야|取其始生戴甲而出也
취기시생실갑이출야|取其始生戴甲而出也
취기시생재갑이출야|取其始生戴甲而出也
취기신변|取其神變
취기신속야|取其迅速也
취기실이거기명|取其實而去其名
취기심의|就其深矣
취기십일언|取其什一焉
취기약|取其略
취기양성순야|取其羊性順也
취기양재상요모야|取其陽在上搖木也
취기양재상요목야|取其陽在上搖木也
취기양재중야|取其陽在中也
취기어군자|取譏於君子
취기언어|取其言語
취기얼지부명|取其贄之不鳴
취기얼지불명|取其贄之不鳴
취기여|娶其女
취기여위목건부|娶其女爲牧犍婦
취기여정위운|取其與定爲韻
취기역견야|取其易見也
취기역직가안야|取其易直可安也
취기역현야|取其易見也
취기예비|取其豫備
취기예유방비|取其豫有防備
취기오군자|取譏於君子
취기옥|取其玉
취기와실|取其果實
취기우이위관야|聚其羽以爲冠也
취기우자|取其尤者
취기우험난야|取其憂險難也
취기운구이|取其韻句耳
취기월시수지정야|取其月是水之精也
취기유경노|取其有徑路
취기유경로|取其有徑路
취기유명사화지류야|取其有明似火之類也
취기유명사화지유야|取其有明似火之類也
취기유시유종|取其有始有終
취기유험자이대지|取其有驗者而載之
취기유험자이재지|取其有驗者而載之
취기음괘지소|取其陰卦之小
취기의의|取其意義
취기의자행지|取其宜者行之
취기이견야|取其易見也
취기이언|就冀而言
취기이직가안야|取其易直可安也
취기이현야|取其易見也
취기인이략기과|取其仁而略其過
취기인이약기과|取其仁而略其過
취기인지유혈|取其人之有血
취기인차부삽체야|取其引車不澁滯也
취기인차불삽체야|取其引車不澁滯也
취기일발오파|取其一發五豝
취기일상|取其一象
취기일소훤야|取其日所烜也
취기일소훼야|取其日所烜也
취기일시화정야|取其日是火精也
취기일야|取其一也
취기자|取其貲
취기자웅지유별|取其雌雄之有別
취기자화|取其資貨
취기잔이이의|取其殘而已矣
취기장|取其將
취기적심이외자|取其赤心而外刺
취기적심지의|取其赤心之義
취기전복내|就其甸服內
취기전실야|取其塡實也
취기전의|就其淺矣
취기정예|取其精銳
취기제야|取其齊也
취기조공도리균|取其朝貢道里均
취기조공도이균|取其朝貢道里均
취기조인지정|取其躁人之情
취기족언이거지|聚其族焉而居之
취기족왈|聚其族曰
취기족이가속박언|聚其族而加束縛焉
취기존|取其尊
취기주야|取其珠也
취기준|取其尊
취기중견내동야|取其中堅內動也
취기중도이행|取其中道而行
취기중조화야|就器中調和也
취기지건야|取其至健也
취기지광대야|取其地廣載也
취기지광재야|取其地廣載也
취기지대물비일야|取其地載物非一也
취기지생물부전이야|取其地生物不轉移也
취기지생물불전이야|取其地生物不轉移也
취기지어례의이이|取其止於禮義而已
취기지어예의이이|取其止於禮義而已
취기지오례의이이|取其止於禮義而已
취기지오예의이이|取其止於禮義而已
취기지재물비일야|取其地載物非一也
취기지지부명|取其贄之不鳴
취기지지불명|取其贄之不鳴
취기직야|取其直也
취기질야|取其質也
취기집지물야|取其執止物也
취기찬의|就其淺矣
취기천의|就其淺矣
취기초시지|取其草視之
취기촉어천|取奇數於天
취기촉오천|取奇數於天
취기촉이행구궁|取其數以行九宮
취기최장가구지의야|取其最長可久之義也
취기추야|取其麁也
취기춘생지미야|取其春生之美也
취기춘시기지|取其春時氣至
취기춘시초모번육이선명|取其春時草木蕃育而鮮明
취기춘시초목번육이선명|取其春時草木蕃育而鮮明
취기춘시희지|取其春時氣至
취기출어산곡지중야|取其出於山谷之中也
취기출오산곡지중야|取其出於山谷之中也
취기태자왕인위질|取其太子王仁爲質
취기통명야|取其通名也
취기편|取其便
취기편문|取其便文
취기표리유음|取其表裏有陰
취기표이유음|取其表裏有陰
취기풍성고원|取其風性高遠
취기풍성전각|取其風性前却
취기풍소발야|取其風所發也
취기풍지근극어조급야|取其風之近極於躁急也
취기풍지근극오조급야|取其風之近極於躁急也
취기풍지성전각|取其風之性前却
취기풍취거진|取其風吹去塵
취기풍행지원야|取其風行之遠也
취기피|取其皮
취기필우유분별|取其匹偶有分別
취기하이자후즉손야|取其下以自厚則損也
취기하이자후칙손야|取其下以自厚則損也
취기행건지구야|取其行健之久也
취기행건지선야|取其行健之善也
취기행건지심|取其行健之甚
취기혈료|取其血膋
취기혈요|取其血膋
취기혈청야|取其絜淸也
취기호령제물|取其號令齊物
취기호영제물|取其號令齊物
취기화리|取其貨利
취기화생성숙야|取其化生成熟也
취기화이|取其貨利
취기황돈자|取其荒頓者
취기황돈자왈|取其荒頓者曰
취기효야|取其孝也
취기후선|取其後善
취기후처|娶其後妻
취기후패자왈|取其朽敗者曰
취길부취흉야|取吉不取凶也
취길불취흉야|取吉不取凶也
취길지의|取吉之意
취김숙급보기|取金玉及寶器
취김옥급보기|取金玉及寶器
취김인여두대|取金印如斗大
취낙|聚落
취낙기이분지|聚樂器而焚之
취낙명|聚落名
취낙채인가위곡|取樂採人歌爲曲
취낙채인가위구|取樂採人歌爲曲
취난|取亂
취난모망|取亂侮亡
취난모무|取亂侮亡
취난추망|取亂推亡
취난퇴망|取亂推亡
취남방지행야|取南方之行也
취내득전야|聚乃得全也
취내와공산|醉來臥空山
취내통야|聚乃通也
취녀|取女
취녀길|取女吉
취녀길야|取女吉也
취녀내길야|取女乃吉也
취노|取魯
취노야|醉怒也
취노지민|取魯之民
취노지저|取魯之民
취노지지|取魯之民
취녹상호환이사지의|取鹿相呼喚而食之意
취녹상호환이식지의|取鹿相呼喚而食之意
취논|取論
취논어맹자한자급기타성인현인지문|取論語孟子韓子及其他聖人賢人之文
취뇌|取賂
취뇌부궤|就懷不軌
취뇌불궤|就懷不軌
취뇌어하의|取賂於下矣
취뇌오하의|取賂於下矣
취뇌이환|取賂而還
취능|就能
취능동기낙|醉能同其樂
취능동기락|醉能同其樂
취능동기악|醉能同其樂
취능동기요|醉能同其樂
취능부이거|就陵阜而居
취능지남|就能至南
취능파지|就能破之
취단말배녀|娶段末柸女
취단말배여|娶段末柸女
취단수|趣丹水
취당삭천인|聚黨數千人
취당수천인|聚黨數千人
취당촉천인|聚黨數千人
취대물위대물|取大物爲大物
취대분급|聚對分給
취대사소|取大捨小
취대우이위법계|取大禹以爲法戒
취대패|取大貝
취도|醉倒
취도기전|聚道旣全
취도내|取刀來
취도내성|聚道乃成
취도내전|聚道乃全
취도대윤|就都大尹
취도래|取刀來
취도매지|就屠賣之
취도부전|聚道不全
취도불전|聚道不全
취도하|取徒河
취동|取同
취동계|就東階
취동관|趣潼關
취동도주|取銅盜鑄
취동류상응이증지|取同類相應以證之
취동유상응이증지|取同類相應以證之
취동정오저|取洞庭五渚
취동정오호강남|取洞庭五湖江南
취동주|取同州
취동지지일야|取冬至之日也
취동화|取同華
취득대인|聚得大人
취득재혈은복지수야|取得在穴隱伏之獸也
취득주즉공다어탕|取得紂則功多於湯
취득주즉공다오탕|取得紂則功多於湯
취득주칙공다어탕|取得紂則功多於湯
취득주칙공다오탕|取得紂則功多於湯
취락|聚落
취락기이분지|聚樂器而焚之
취락명|聚落名
취락채인가위곡|取樂採人歌爲曲
취락채인가위구|取樂採人歌爲曲
취란|取亂
취란모망|取亂侮亡
취란추망|取亂推亡
취란퇴망|取亂推亡
취래와공산|醉來臥空山
취량녀|娶梁女
취량명주|取梁洺州
취량모야|聚兩髦也
취량양사|就糧養士
취량여|娶梁女
취량의지간|就兩儀之間
취량지장|聚糧治仗
취량치장|聚糧治仗
취량향|聚糧餉
취려양림하기문위현|取黎陽臨河淇門衛縣
취려양임하기문위현|取黎陽臨河淇門衛縣
취려취단|取厲取鍛
취려후지언|取呂侯之言
취렬국지녀|取列國之女
취렬국지여|取列國之女
취렬자전|就烈字轉
취렴|聚斂
취렴계수지군야|聚斂計數之君也
취렴계촉지군야|聚斂計數之君也
취렴무염|聚斂無厭
취렴소재|聚斂疏材
취렴원수지도|聚斂怨讐之道
취렴자|聚斂者
취렴자망|聚斂者亡
취렴재물|聚斂財物
취렴적실|聚斂積實
취렴지법|聚斂之法
취렴지신|聚斂之臣
취렴천하지미명|聚斂天下之美名
취렴천하지추명|聚斂天下之醜名
취렴흥리|聚斂興利
취렴흥이|聚斂興利
취령기중|就領其衆
취령전패|就令顚沛
취례취단|取厲取鍛
취로|取魯
취로지민|取魯之民
취로지저|取魯之民
취로지지|取魯之民
취록상호환이사지의|取鹿相呼喚而食之意
취록상호환이식지의|取鹿相呼喚而食之意
취론|取論
취론어맹자한자급기타성인현인지문|取論語孟子韓子及其他聖人賢人之文
취뢰|取賂
취뢰부궤|就懷不軌
취뢰불궤|就懷不軌
취뢰어하의|取賂於下矣
취뢰오하의|取賂於下矣
취뢰이환|取賂而還
취룡적격타고|吹龍笛擊鼉鼓
취류권형|取類權衡
취류지숙|就留止宿
취륙미만|就戮未晚
취륙주이위삼분지이|取六州以爲三分之二
취릉부이거|就陵阜而居
취리|就吏
취리|檇李
취리구유사당|檇李舊有祠堂
취리극조화어헌공신생지간|取里克調和於獻公申生之間
취리극조화오헌공신생지간|取里克調和於獻公申生之間
취리태회|取理太廻
취리호아공지필|醉裏呼兒供紙筆
취마|趣馬
취마관|趣馬官
취마두|趣馬頭
취마사씨|趣馬師氏
취마삼자관수소|趣馬三者官雖小
취마즉하사|趣馬即下士
취막|聚貌
취만이이|取滿而已
취망|取亡
취망국부도지기|取亡國不度之器
취망국불도지기|取亡國不度之器
취망필속|取亡必速
취매부한수자|取妹夫韓壽子
